0-Country/site,0-Latitude,0-Longitude,0-Hemisphere,0-Sampling number,0-Sampling date,0-Pad number,0-Pad colour,0-Pad region,0-Pad ID,1-Regional barnacle diversity,1-Regional barnacle species list,1-Regional grazer diversity,1-Regional grazer species list,1-Regional macroalgae diversity,1-Regional macroalgae species list,1-Total regional species richness,2-Mean regional nitrate (mg/l),2-Mean regional nitrite (mg/l),2-Mean regional phosphate (mg/l),2-Mean regional silicate (mg/l),2-Mean regional ammonia (mg/l),2-Mean regional salinity (PSU),3-Barnacle total count,3-Grazer total count on pad surface,3-Grazer total count on pad sides,3-Macroalgae total pct cover,4-Climate classification ,4-Is_temperate,4-mean_daily_max_temp,4-mean_daily_min_temp,4-mean_daily_temp,4-mean_humidity,4-mean_daily_precip,4-mean_windgust,4-mean_daily_windspeed,4-mean_sealevelpressure,4-mean_cloudcover,4-mean_visibility,4-mean_solarradiation,4-mean_solarenergy,4-mean_uvindex,4-mean_temp_range,4-sd_temp_range,4-sd_precip,4-sd_windspeed,4-sd_sealevelpressure,4-total_precip,4-total_solar_energy,4-heatwave_runs,4-heatwave_days,4-cold_snap_runs,4-cold_snap_days,4-heavy_rain_days,4-dry_spell_max,4-gust_extreme_days,4-sunny_days,4-high_uv_runs,4-high_uv_days,4-fog_days,4-pct_human_landuse
Chile,-41.5328194,-72.83736799,South,2,,3,B,P,5-P-B3,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,3.017,0.002,0.06,2.657,NA,NA,18,0,0,0.214,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,4,B,P,5-P-B4,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,3.017,0.002,0.06,2.657,NA,NA,21,0,0,0.782,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,5,B,P,5-P-B5,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,3.017,0.002,0.06,2.657,NA,NA,45,0,0,0.382,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,6,B,P,5-P-B6,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,3.017,0.002,0.06,2.657,NA,NA,20,0,0,0.188,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,7,W,P,5-P-W1,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,3.017,0.002,0.06,2.657,NA,NA,182,2,0,4.109,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,8,W,P,5-P-W2,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,3.017,0.002,0.06,2.657,NA,NA,64,3,0,0.495,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,9,W,P,5-P-W3,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,3.017,0.002,0.06,2.657,NA,NA,28,0,2,4.828,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,10,W,P,5-P-W4,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,3.017,0.002,0.06,2.657,NA,NA,20,0,0,0.302,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,11,W,P,5-P-W5,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,3.017,0.002,0.06,2.657,NA,NA,70,0,0,1.457,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,12,W,P,5-P-W6,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,3.017,0.002,0.06,2.657,NA,NA,NA,NA,NA,NA,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,13,B,N,5-N-B1,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,260,20,0,NA,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,14,B,N,5-N-B2,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,70,13,0,0.045,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,15,B,N,5-N-B3,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,20,0,0,0.102,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,16,B,N,5-N-B4,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,210,4,0,0.094,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,17,B,N,5-N-B5,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,9,3,0,0.098,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,18,B,N,5-N-B6,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,11,2,0,0.076,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,19,W,N,5-N-W1,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,498,6,0,0.059,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,20,W,N,5-N-W2,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,81,2,0,0.089,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,21,W,N,5-N-W3,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,74,7,0,0.129,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,22,W,N,5-N-W4,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,332,7,0,0.098,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,23,W,N,5-N-W5,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,56,0,0,0.111,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,2,,24,W,N,5-N-W6,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.081,0.004,0.058,2.195,NA,NA,253,1,0,0.187,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,3,,1,B,P,5-P-B1,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.25,0.003,0.069,2.765,NA,NA,40,0,0,0.095,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,3,,2,B,P,5-P-B2,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.25,0.003,0.069,2.765,NA,NA,34,0,0,0.195,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,3,,3,B,P,5-P-B3,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.25,0.003,0.069,2.765,NA,NA,20,0,0,0.184,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
Chile,-41.5328194,-72.83736799,South,3,,4,B,P,5-P-B4,1,Jeehlius cirratus,1,Austrolittorina araucana,1,Chaetomorpha linum,3,0.25,0.003,0.069,2.765,NA,NA,22,0,0,0.593,Cfb,1,19.244262,8.889344,13.889344,80.9082,1.7106557,40.15246,29.23934,1017.0598,60.12787,9.731967,258.1533,22.27787,7.967213,10.354918,3.5365647,3.7943152,9.553318,3.909972,208.7,2717.9,3,11,2,7,12,18,13,8,10,83,0,42
